NoUrut,IdData,Data,Data Inggris,Label,HasilSegmen,DataAsliOptimal,DataAsliGreedy,DataEditOptimal,DataEditGreedy
506,33,"Karena tidak menutup kemungkinan terjadi perubahan berat badan pada anak Anda saat ini dibandingkan dengan ketika obat tersebut pertama kali diresepkan, mungkin pula diperlukan pengaturan dosis kembali oleh dokter","Because it is possible that your child's weight will change at this time compared to when the drug was first prescribed, it may also be necessary to adjust the dose again by the doctor",F4,4,5,5,4,4
507,33,Demikian informasi dari kami,This is our information,F1,4,5,5,4,4
508,33,Mudah - mudahan senantiasa sehat,I hope you are always healthy,F1,4,5,5,4,4
509,33,Semoga bermanfaat,May be useful,F1,4,5,5,4,4
510,34,Halo Kujirijino,Hello Kujirijino,F1,0,1,1,0,0
511,34,Gangguan pada lambung merupakan kondisi yang cukup banyak terjadi di masyarakat,Disturbances in the stomach is a condition that is quite common in the community,F3,1,4,4,1,1
512,34,"Masalah lambung ini ada beberapa jenis, akan tetapi masing - masing memiliki kemiripan dalam gejala, penyebab, dan penanganan","There are several types of gastric problems, but each has similarities in symptoms, causes, and treatment",F3,1,4,4,1,1
513,34,"Ada penyakit asam lambung , ada juga tukak lambung , dan yang lainnya","There is gastric acid disease, there is also a stomach ulcer, and others",F3,1,4,4,1,1
514,34,Masalah lambung umumnya memiliki penyebab yang mirip - mirip seperti : Pola makan yang tidak teratur dan jenis - jenis makanan tertentu,"Gastric problems generally have similar causes, such as: Irregular eating patterns and certain types of food",F3,1,4,4,1,1
515,34,Stres pikiran,mind stress,F3,2,3,3,2,2
516,34,Konsumsi obat tertentu (seperti obat pereda nyeri) secara rutin,Take certain medications (such as pain relievers) on a regular basis,F3,2,3,3,2,2
517,34,"Asap rokok, minuman keras, dan minuman berkafein dan lain - lain","Cigarette smoke, liquor, and caffeinated drinks and others",F3,2,3,3,2,2
518,34,Tindakan Anda memeriksakan diri dengan dokter sudahlah tepat,Your action to check with the doctor is right,F4,3,5,5,3,3
519,34,Pengobatan yang diberikan juga sudah sesuai dengan penanganan pada masalah lambung,The treatment given is also in accordance with the treatment of gastric problems,F4,3,5,5,3,3
520,34,"Jika Anda masih tetap merasa tidak nyaman dengan lambung Anda, ada baiknya berkonsultasi lebih lanjut dengan dokter spesialis penyakit dalam ahli pencernaan","If you still feel uncomfortable with your stomach, it's a good idea to consult further with an internal medicine specialist, a gastroenterologist",F5,3,5,5,3,3
521,34,"Jika dirasa perlu, dokter dapat melakukan pemeriksaan lanjutan seperti endoskopi pada lambung Anda","If deemed necessary, the doctor can perform further examinations such as an endoscopy on your stomach",F5,3,5,5,3,3
522,34,Pengobatan yang lebih lanjut seperti antibakteri untuk melawan infeksi H pylori dapat dilakukan dokter jika terbukti Anda memiliki infeksi bakteri tersebut,Further treatment such as antibacterial to fight H pylori infection can be done by a doctor if it is proven that you have the bacterial infection,F5,3,5,5,3,3
523,34,Selain itu tindakan dengan melakukan yoga atau meditasi dapat dilakukan juga untuk menurunkan tingkat stres atau kecemasan pada diri Anda,"Besides that, doing yoga or meditation can also be done to reduce stress or anxiety levels in yourself",F5,4,1,1,4,4
524,34,"Semoga bermanfaat, dr Yosephine","Hopefully useful, dr Yosephine",F1,5,1,1,5,5
525,35,Alo Ferawaty Terima kasih atas pertanyaannya,Hello Ferawaty Thank you for the question,F1,0,2,2,0,0
526,35,"Ukuran rahim dan pintu rahim bisa bervariasi pada tiap orang, tergantung faktor genetik, ras, usia, dan kondisi kesehatan Anda secara umum, demikian pula dengan posisi rahim (ada yang retrofleksi atau melipat ke belakang, ada pula yang antefleksi atau melipat ke depan)","The size of the uterus and the uterine inlet can vary from person to person, depending on genetic factors, race, age, and your general health condition, as well as the position of the uterus (some are retroflexed or folded back, some are anteflexed or folded forward)",F3,0,2,2,0,0
527,35,"Sesungguhnya, perbedaan ukuran rahim, pintu rahim, dan posisi rahim ini tidak selalu mengganggu kesuburan","In fact, the difference in the size of the uterus, the door of the uterus, and the position of the uterus does not always interfere with fertility",F3,1,5,5,1,1
528,35,"Hanya saja, memang diperlukan teknik khusus bagi wanita dengan kondisi rahim seperti ini untuk bisa hamil lebih mudah","It's just that, it takes special techniques for women with uterine conditions like this to get pregnant more easily",F3,1,5,5,1,1
529,35,"Di samping itu, bila ukuran pintu rahim Anda terlalu lebar, maka risiko Anda untuk mengalami keguguran atau persalinan prematur pun akan lebih besar","In addition, if the size of your uterine door is too wide, then your risk for miscarriage or premature labor will be greater",F3,1,5,5,1,1
530,35,"Sebab itu, untuk menghindari risiko ini, saat hamil, Anda perlu memperbanyak beristirahat dan kontrol teratur kondisi kesehatan janin Anda ke dokter atau dokter kandungan","Therefore, to avoid this risk, during pregnancy, you need to get more rest and regularly check the health condition of your fetus to a doctor or obstetrician",F5,1,5,5,1,1
531,35,Terlambat menstruasi yang Anda alami saat ini bisa saja menandakan Anda hamil,The late period you are experiencing at this time could be a sign that you are pregnant,F4,1,5,5,1,1
532,35,"Bisa juga, keluhan Anda muncul karena gangguan hormon, perimenopause, stres, kelelahan, diet ekstrim, kista ovarium, kelainan kelenjar tiroid, gaya hidup kurang sehat, efek samping KB atau obat tertentu, dan banyak lagi kemungkinan lainnya","It could also be, your complaints arise due to hormonal disorders, perimenopause, stress, fatigue, extreme diets, ovarian cysts, thyroid gland disorders, unhealthy lifestyles, side effects of certain family planning or medications, and many other possibilities",F4,2,6,6,2,2
533,35,"Saran kami, cobalah Anda lakukan testpack supaya bisa membedakan kemungkinan terjadinya kehamilan","Our advice, try to do a testpack so you can distinguish the possibility of pregnancy",F5,2,6,6,2,2
534,35,"Bila hasil testpack Anda negatif, maka besar kemungkinan Anda tidak hamil","If your test pack result is negative, then you are most likely not pregnant",F5,2,6,6,2,2
535,35,"Dan karenanya, untuk membuat menstruasi berjalan lebih lancar, Anda perlu memperbanyak istirahat, rajin berolahraga, jaga berat badan ideal, perbanyak makan buah dan sayur yang kaya antioksidan, jangan stres berlebihan, dan jalani selalu gaya hidup yang sehat","And therefore, to make menstruation run more smoothly, you need to get more rest, be diligent in exercising, maintain an ideal body weight, eat more fruits and vegetables that are rich in antioxidants, don't stress too much, and always live a healthy lifestyle",F5,2,6,6,2,2
536,35,"Jika Anda dan pasangan ingin merencanakan kehamilan, imbangi juga langkah tersebut dengan teratur berhubungan seksual setiap 1 - 3 hari sekali, utamanya di masa subur","If you and your partner want to plan a pregnancy, balance these steps by regularly having sex every 1 - 3 days, especially during the fertile period",F5,2,6,6,2,2
537,35,"Supaya potensi kehamilan lebih besar, bagi wanita dengan posisi rahim retrofleksi, posisi hubungan seksual man on top dan berbaring sejenak (sekitar 10 - 15 menit) usai ejakulasi dengan mengganjal bokong menggunakan bantal bisa juga dicoba","So that the potential for pregnancy is greater, for women with a retroflexed uterus position, the position of man on top sexual intercourse and lying down for a moment (about 10 - 15 minutes) after ejaculation by propping the buttocks using a pillow can also be tried",F5,2,6,6,2,2
538,35,"Lebih lanjut, baiknya Anda berkonsultasi langsung dengan dokter atau dokter kandungan supaya diberikan penanganan yang lebih komprehensif ya","Furthermore, it is better for you to consult directly with a doctor or obstetrician so that a more comprehensive treatment can be given",F5,3,2,2,3,3
539,35,Semoga membantu,I hope this helps,F1,3,2,2,3,3
540,36,"Hai Yogie, Terima kasih telah bertanya ke Alodokter","Hi Yogie, Thank you for asking Alodokter",F1,0,4,4,0,0
541,36,Sakit maag (dispepsia) memang seringkali kambuh dan berulang serta memerlukan waktu penyembuhan yang tidak sebentar,Stomach pain (dyspepsia) often recurs and recurs and requires a long healing time,F3,0,4,4,0,0
542,36,"Hal ini dikarenakan, kebanyakan kasus sakit maag tidak diketahui dengan jelas pencetusnya (dispepsia fungsional), sehingga sulit mengidentifikasi modalitas terapi terbaik yang perlu dilakukan untuk mengatasinya","This is because, in most cases of stomach ulcers, the trigger is not clearly known (functional dyspepsia), so it is difficult to identify the best therapeutic modality that needs to be done to overcome it",F3,0,4,4,0,0
543,36,"Hanya sebagian kecil kasus sakit maag yang penyebabnya bisa diidentifikasi dengan jelas (dispepsia organik), contohnya akibat gastritis, GERD, kolangitis, tukak lambung, tukak duodenum, pankreatitis, dan sebagainya","Only a small number of cases of stomach ulcers have a clearly identifiable cause (organic dyspepsia), for example, gastritis, GERD, cholangitis, gastric ulcers, duodenal ulcers, pancreatitis, and so on",F3,0,4,4,0,0
544,36,Menentukan pencetus sakit maag idealnya dilakukan dengan pemeriksaan endoskopi,Determining the trigger for heartburn is ideally done by endoscopic examination,F3,1,4,4,1,1
545,36,"Pemeriksaan ini bisa dilakukan dengan bantuan dokter spesialis penyakit dalam, khususnya sub divisi gastroenterologi","This examination can be done with the help of a specialist in internal medicine, especially the gastroenterology sub - division",F3,1,4,4,1,1
546,36,Apakah Anda sudah pernah menjalani pemeriksaan ini?,Have you ever had this examination?,F2,1,4,4,1,1
547,36,"Bila belum, saran kami Anda periksakan diri kembali ke dokter spesialis penyakit dalam","If you haven't, our advice is for you to go back to an internal medicine specialist",F3,1,4,4,1,1
548,36,"Dengan diketahuinya penyebab sakit maag Anda, maka penanganan pun bisa dilakukan dengan lebih tepat sasaran","By knowing the cause of your heartburn, treatment can be done more precisely",F4,2,3,3,2,2
549,36,"Perlu juga Anda ketahui, bahwa mengatasi sakit maag tidak melulu berfokus pada obat - obatan",You also need to know that overcoming heartburn is not only focused on drugs,F4,2,3,3,2,2
550,36,Pemberian obat sebaik apapun tidak akan mampu mengatasi sakit maag yang Anda derita selama Anda tidak mengubah gaya hidup Anda menjadi lebih sehat,Giving the best medicine will not be able to overcome the heartburn you suffer as long as you don't change your lifestyle to be healthier,F4,2,3,3,2,2
551,36,"Sebab itu, di samping mengonsumsi obat, sebaiknya Anda lakukan juga langkah berikut: Disiplin menerapkan jadwal makan, makanlah setiap 3 hingga 4 jam sekali dengan porsi kecil","Therefore, in addition to taking medication, you should also take the following steps: Discipline to apply a meal schedule, eat every 3 to 4 hours in small portions",F5,3,1,1,3,3
552,36,"Kurangi makan terlalu kenyang, terlebih mendekati waktu tidur","Eat less too full, especially close to bedtime",F5,4,2,2,4,4
553,36,"Batasi konsumsi makanan yang terlalu asam, mengandung banyak gas, dan juga terlalu pedas","Limit consumption of foods that are too acidic, contain a lot of gas, and are also too spicy",F5,4,2,2,4,4
554,36,Hindari juga berlebihan mengonsumsi kafein,Also avoid consuming too much caffeine,F5,5,3,3,5,5
555,36,Kompres area perut yang terasa tidak nyaman menggunakan air hangat,Compress the stomach area that feels uncomfortable using warm water,F5,5,3,3,5,5
556,36,"Kenakan juga pakaian yang nyaman, dan tidak terlalu ketat di area perutnya Perbanyak minum air hangat","Also wear comfortable clothes, and not too tight in the stomach area Drink lots of warm water",F5,5,3,3,5,5
557,36,Hindari stres dan rajinlah berolahraga,Avoid stress and be diligent in exercising,F5,6,6,6,6,6
558,36,"Hindari konsumsi obat sembarangan, kecuali yang diresepkan langsung oleh dokter","Avoid indiscriminate consumption of drugs, except those prescribed directly by a doctor",F5,6,6,6,6,6
559,36,"Biasanya, penyembuhan sakit maag bisa memerlukan waktu beberapa minggu, bahkan lebih","Usually, heartburn healing can take several weeks, or even more",F5,6,6,6,6,6
560,36,"Namun, dengan teratur menjalani pengobatan dan pola hidup yang sehat, perbaikan keluhan tentu bukan merupakan hal yang mustahil","However, with regular treatment and a healthy lifestyle, improvement in complaints is certainly not impossible",F5,6,6,6,6,6
561,36,"Apabila keluhan Anda tetap tidak kunjung membaik, Anda dihimbau untuk memeriksakan diri kembali ke dokter","If your complaints still do not improve, you are advised to return to the doctor for a check - up",F5,6,6,6,6,6
562,36,"Beragam pemeriksaan lain, seperti tes laboratorium, rontgen, USG, dan sebagainya mungkin juga perlu dilakukan guna menyingkirkan kemungkinan penyebab nyeri perut Anda yang lainnya, misalnya tumor intraabdomen, radang usus, sindroma iritasi usus, infeksi saluran kemih, peritonitis, gangguan psikosomatis, keracunan, gastroenteritis, dan sebagainya","Various other tests, such as laboratory tests, X - rays, ultrasound, and so on may also need to be done to rule out other possible causes of your abdominal pain, such as intra - abdominal tumors, colitis, irritable bowel syndrome, urinary tract infections, peritonitis, psychosomatic disorders, poisoning, gastroenteritis, and so on",F5,6,6,6,6,6
563,36,Semoga membantu ya,Hope it helps,F1,7,1,1,7,7
